chrom1,start1,end1,chrom2,start2,end2
chr3,28865348,28865500,chr3,70017739,70017889
chr3,99251565,99251715,chr3,99254319,99254367
chr3,19544481,19544503,chr3,19582333,19582441
chr3,137610055,137610205,chr3,137612179,137612329
chr3,137163936,137164068,chr3,137310896,137310920
chr3,29279319,29279451,chr3,29279535,29279584
chr3,79325085,79325235,chr3,100120772,100120797
chr3,80526224,80526256,chr3,80697281,80697431
chr3,137562572,137562596,chr3,137680814,137680849
chr3,152005309,152005459,chr3,152005470,152005588
chr3,98280264,98280286,chr3,98280793,98280943
chr3,69263421,69263571,chr3,69299184,69299282
chr3,14828944,14829018,chr3,14860605,14860755
chr3,112166926,112167076,chr3,118249581,118249731
chr3,19580090,19580235,chr3,41688896,41689046
chr3,69524076,69524100,chr3,154347505,154347564
chr3,24583630,24583780,chr3,24583751,24583779
chr3,136088166,136088215,chr3,140403998,140404148
chr3,55738834,55738880,chr3,98807974,98808124
chr3,134268206,134268253,chr3,134628331,134628481
chr3,33994929,33995075,chr3,34887002,34887088
chr3,100055830,100055856,chr3,100056034,100056081
chr3,56035908,56036058,chr3,56051951,56052101
chr3,5711398,5711431,chr3,5712787,5712937
chr3,35372891,35372963,chr3,73885678,73885828
chr3,36649489,36649632,chr3,70400220,70400370
chr3,34258651,34258685,chr3,34258709,34258859
chr3,139203098,139203248,chr3,139203398,139203425
chr3,90871095,90871140,chr3,90875556,90875625
chr3,69122129,69122275,chr3,69843377,69843419
chr3,95898524,95898555,chr3,95901311,95901461
chr3,123784923,123784961,chr3,123788719,123788869
chr3,62532773,62532923,chr3,65471356,65471469
chr3,53911144,53911201,chr3,60744928,60744993
chr3,140419948,140419986,chr3,140854911,140855061
chr3,64843789,64843867,chr3,123843120,123843270
chr3,154800918,154800936,chr3,155185909,155186059
chr3,79539806,79539841,chr3,79595085,79595198
chr3,83899743,83899788,chr3,87406888,87407038
chr3,79222021,79222045,chr3,79592095,79592245
chr3,72244868,72244900,chr3,72929714,72929743
chr3,143659886,143660036,chr3,145924214,145924323
chr3,40999882,41000032,chr3,41095431,41095581
chr3,25881880,25881939,chr3,109423921,109423945
chr3,84375290,84375440,chr3,84375637,84375690
chr3,116424125,116424169,chr3,116429455,116429605
chr3,67966441,67966512,chr3,68941674,68941791
chr3,4836189,4836339,chr3,6336179,6336199
chr3,25597097,25597191,chr3,42136015,42136118
chr3,76523292,76523442,chr3,82106815,82106923
chr3,126736516,126736545,chr3,126738295,126738396
chr3,102672507,102672599,chr3,102674279,102674299
chr3,119615837,119615932,chr3,119620717,119620765
chr3,133906365,133906413,chr3,133907084,133907166
chr3,89541609,89541680,chr3,89687876,89688026
chr3,107831655,107831805,chr3,107838981,107839016
chr3,20445567,20445717,chr3,120146431,120146581
chr3,72696053,72696168,chr3,72696295,72696418
chr3,30422700,30422772,chr3,30460554,30460704
chr3,51778808,51778958,chr3,57620469,57620619
chr3,106603185,106603335,chr3,132764497,132764588
chr3,147736359,147736399,chr3,147736459,147736609
chr3,155447074,155447224,chr3,155471230,155471380
chr3,63079577,63079630,chr3,63083826,63083872
chr3,38798853,38798888,chr3,39034175,39034325
chr3,48053475,48053563,chr3,53693595,53693745
chr3,122286636,122286704,chr3,122394612,122394762
chr3,94953941,94954043,chr3,95014091,95014231
chr3,7073397,7073452,chr3,158543037,158543068
chr3,105275682,105275832,chr3,105377000,105377150
chr3,39315500,39315650,chr3,41363677,41363699
chr3,18242362,18242512,chr3,94562200,94562254
chr3,114533680,114533707,chr3,142658028,142658089
chr3,97902203,97902353,chr3,98157381,98157421
chr3,25915368,25915518,chr3,25916137,25916161
chr3,90496321,90496341,chr3,90498195,90498345
chr3,142742546,142742625,chr3,149707432,149707582
chr3,153307483,153307506,chr3,153309896,153310004
chr3,74321591,74321723,chr3,148288656,148288806
chr3,51821337,51821487,chr3,52484095,52484149
chr3,153068473,153068536,chr3,153069169,153069195
chr3,84417208,84417347,chr3,84457667,84457748
chr3,68165181,68165331,chr3,68170714,68170771
chr3,126668090,126668240,chr3,136724008,136724078
chr3,151014864,151014886,chr3,151415149,151415299
chr3,89064562,89064611,chr3,89064921,89065071
chr3,46966121,46966154,chr3,47150982,47151132
chr3,35909012,35909122,chr3,35910535,35910587
chr3,25621338,25621488,chr3,85058798,85058833
chr3,80840986,80841136,chr3,80904798,80904948
chr3,123560676,123560757,chr3,158393694,158393844
chr3,148943930,148943955,chr3,148944416,148944566
chr3,94456134,94456284,chr3,94456555,94456581
chr3,58346397,58346464,chr3,58346464,58346611
chr3,110587007,110587157,chr3,110590580,110590613
chr3,52851358,52851422,chr3,58161813,58161842
chr3,19258587,19258638,chr3,19259055,19259078
chr3,64167647,64167752,chr3,64912672,64912697
chr3,58173337,58173465,chr3,58419364,58419389
chr3,79024123,79024271,chr3,79182912,79183062
chr3,136604558,136604615,chr3,136605870,136606020
chr3,84710200,84710350,chr3,85648248,85648275
chr3,141883906,141884016,chr3,145498316,145498340
chr3,57746935,57747079,chr3,57749733,57749883
chr3,98968870,98969020,chr3,98970597,98970701
chr3,83159050,83159070,chr3,86547640,86547790
chr3,89164845,89164865,chr3,89200123,89200266
chr3,34728463,34728613,chr3,77895400,77895444
chr3,126817975,126818017,chr3,126852284,126852344
chr3,79150330,79150480,chr3,79175032,79175065
chr3,138144741,138144783,chr3,138488422,138488474
chr3,73075920,73076070,chr3,157791440,157791590
chr3,90340118,90340175,chr3,140558277,140558424
chr3,18314266,18314416,chr3,22961022,22961172
chr3,100672891,100672910,chr3,100673439,100673527
chr3,37960879,37961029,chr3,37961100,37961123
chr3,83982863,83983013,chr3,84155301,84155330
chr3,103534661,103534811,chr3,103540762,103540852
chr3,36150883,36150934,chr3,36515070,36515220
chr3,157450001,157450023,chr3,157464783,157464909
chr3,32815678,32815712,chr3,50678356,50678378
chr3,75503617,75503670,chr3,75503924,75504074
chr3,9772391,9772541,chr3,20895954,20895979
chr3,132773313,132773463,chr3,133069792,133069942
chr3,19879934,19880084,chr3,19882170,19882320
chr3,25613966,25614116,chr3,88435463,88435511
chr3,149767766,149767787,chr3,149876346,149876493
chr3,6317363,6317450,chr3,85110397,85110435
chr3,148972271,148972421,chr3,151406332,151406375
chr3,23518612,23518762,chr3,80205620,80205770
chr3,88075502,88075526,chr3,88076432,88076582
chr3,5296127,5296164,chr3,5297910,5297946
chr3,51380165,51380315,chr3,51415919,51415948
chr3,23395001,23395046,chr3,23599065,23599215
chr3,79989823,79989954,chr3,79990159,79990309
chr3,53494872,53495022,chr3,53496845,53496995
chr3,100922678,100922703,chr3,101116868,101117001
chr3,79461210,79461360,chr3,124529854,124529875
chr3,46260863,46260951,chr3,78133262,78133290
chr3,13734397,13734439,chr3,38724863,38724912
chr3,148946025,148946175,chr3,148951481,148951633
chr3,66494836,66494981,chr3,131562284,131562333
chr3,156475310,156475432,chr3,156810599,156810749
chr3,151049550,151049580,chr3,151049580,151049680
chr3,38431169,38431319,chr3,38439168,38439318
chr3,108714578,108714621,chr3,108722200,108722227
chr3,122431223,122431321,chr3,122431848,122431881
chr3,64932191,64932341,chr3,65006648,65006758
chr3,60794427,60794468,chr3,60805784,60805842
chr3,7255001,7255105,chr3,7332133,7332177
chr3,84368062,84368088,chr3,84575519,84575567
chr3,121310146,121310182,chr3,122248219,122248337
chr3,95330941,95331026,chr3,107446000,107446150
chr3,29760901,29761051,chr3,60040939,60041089
chr3,87797330,87797480,chr3,122757069,122757090
chr3,118440576,118440596,chr3,118456615,118456765
chr3,59648125,59648166,chr3,85696357,85696507
chr3,46905418,46905568,chr3,152755931,152755963
chr3,45764553,45764703,chr3,45765324,45765449
chr3,44471770,44471796,chr3,44488759,44488863
chr3,9348479,9348629,chr3,9766396,9766420
chr3,67875101,67875195,chr3,67875245,67875395
chr3,4967717,4967742,chr3,5062352,5062402
chr3,155968866,155968897,chr3,159225331,159225481
chr3,26153396,26153424,chr3,27112771,27112921
chr3,64168064,64168132,chr3,120172356,120172376
chr3,127247701,127247846,chr3,128848414,128848457
chr3,12051950,12052100,chr3,38320206,38320356
chr3,29203728,29203875,chr3,75676875,75676898
chr3,7113971,7114095,chr3,7114018,7114146
chr3,137992340,137992416,chr3,137992340,137992416
chr3,40788642,40788706,chr3,40789398,40789548
chr3,9738310,9738391,chr3,138210533,138210645
chr3,29744196,29744229,chr3,29747207,29747357
chr3,124421511,124421661,chr3,124421666,124421794
